Customer ID,Recency Score,Frequency Score,Monetary Score,Overall Score
MH-176202,5,4,4,4.333333333333333
EB-141102,4,4,5,4.333333333333333
SC-202601,4,5,4,4.333333333333333
DB-132101,5,5,3,4.333333333333333
TS-214301,4,5,4,4.333333333333333
TB-210551,3,5,5,4.333333333333333
TT-212653,5,5,3,4.333333333333333
AH-101951,4,5,4,4.333333333333333
TB-211901,3,5,5,4.333333333333333
BF-112151,3,5,5,4.333333333333333
BM-115751,4,4,5,4.333333333333333
TC-212954,5,4,4,4.333333333333333
BE-113352,3,5,5,4.333333333333333
TT-212202,4,4,5,4.333333333333333
BE-113353,3,5,5,4.333333333333333
AS-102853,5,5,3,4.333333333333333
AB-101052,5,4,4,4.333333333333333
SC-207703,4,5,4,4.333333333333333
SU-206651,5,5,3,4.333333333333333
TT-210704,5,3,5,4.333333333333333
TB-212503,3,5,5,4.333333333333333
AS-102854,5,4,4,4.333333333333333
AH-100754,4,5,4,4.333333333333333
TC-215353,5,4,4,4.333333333333333
SR-207401,3,5,5,4.333333333333333
BG-110351,3,5,5,4.333333333333333
VT-217001,3,5,5,4.333333333333333
AR-103451,3,5,5,4.333333333333333
VG-218053,5,4,4,4.333333333333333
SM-203202,4,5,4,4.333333333333333
BM-117852,5,3,5,4.333333333333333
AG-104952,3,5,5,4.333333333333333
AB-100603,4,4,5,4.333333333333333
AP-109151,3,5,5,4.333333333333333
BF-110202,5,4,4,4.333333333333333
TT-214602,3,5,5,4.333333333333333
BF-109751,4,5,4,4.333333333333333
AH-102102,3,5,5,4.333333333333333
BF-110801,4,4,5,4.333333333333333
AR-108252,3,5,5,4.333333333333333
TP-211302,4,4,5,4.333333333333333
BD-117703,4,5,4,4.333333333333333
BP-110954,5,5,3,4.333333333333333
AF-108853,4,4,5,4.333333333333333
TB-216254,5,4,4,4.333333333333333
AG-102701,4,4,5,4.333333333333333
AJ-107802,4,5,4,4.333333333333333
TZ-214451,4,5,4,4.333333333333333
BD-13202,5,5,3,4.333333333333333
BF-111701,4,4,5,4.333333333333333
AB-6001,5,5,3,4.333333333333333
AS-100902,5,4,4,4.333333333333333
AS-102254,5,4,4,4.333333333333333
TB-215951,4,5,4,4.333333333333333
SS-201403,3,5,5,4.333333333333333
SD-204852,5,4,4,4.333333333333333
SN-207102,3,5,5,4.333333333333333
AB-102553,5,3,5,4.333333333333333
TB-215204,3,5,5,4.333333333333333
BF-111703,5,4,4,4.333333333333333
TB-215201,3,5,5,4.333333333333333
TM-210102,4,4,5,4.333333333333333
AH-101953,4,4,5,4.333333333333333
BD-117253,5,4,4,4.333333333333333
AS-101351,3,5,5,4.333333333333333
TC-209803,3,5,5,4.333333333333333
SR-107402,5,5,3,4.333333333333333
AR-105102,4,4,5,4.333333333333333
BG-116951,4,5,4,4.333333333333333
BE-114101,3,5,5,4.333333333333333
TA-213853,3,5,5,4.333333333333333
AG-105253,5,4,4,4.333333333333333
TA-213851,5,3,5,4.333333333333333
BB-109901,3,5,5,4.333333333333333
SV-209354,5,5,3,4.333333333333333
BN-114702,4,5,4,4.333333333333333
SG-208902,4,5,4,4.333333333333333
AG-109004,3,5,5,4.333333333333333
SZ-200354,4,5,4,4.333333333333333
BM-111401,3,5,5,4.333333333333333
BE-114102,3,5,5,4.333333333333333
SG-200804,5,4,4,4.333333333333333
TH-211153,4,5,4,4.333333333333333
AG-109001,3,5,5,4.333333333333333
SW-207553,3,5,5,4.333333333333333
SP-208604,3,5,5,4.333333333333333
TS-215051,3,5,5,4.333333333333333
AC-106152,4,5,4,4.333333333333333
AD-101801,3,5,5,4.333333333333333
SL-201552,5,4,4,4.333333333333333
BH-117102,4,4,5,4.333333333333333
SK-199903,3,5,5,4.333333333333333
YS-218803,3,5,5,4.333333333333333
AD-101804,5,3,5,4.333333333333333
TH-211001,5,4,4,4.333333333333333
AA-106454,4,4,5,4.333333333333333
AB-100151,3,5,5,4.333333333333333
SV-203651,3,5,5,4.333333333333333
AT-104353,5,4,4,4.333333333333333
SJ-201252,4,5,4,4.333333333333333
SC-206953,5,3,5,4.333333333333333
AT-107354,5,4,4,4.333333333333333
SC-203051,3,5,5,4.333333333333333
SC-203052,4,5,4,4.333333333333333
BG-116953,5,3,5,4.333333333333333
SC-206951,3,5,5,4.333333333333333
TH-215503,5,4,4,4.333333333333333
SV-203654,3,5,5,4.333333333333333
BK-112602,5,4,4,4.333333333333333
TG-116402,5,5,3,4.333333333333333
SC-206801,3,5,5,4.333333333333333
BE-114552,5,4,4,4.333333333333333
SW-202452,5,3,5,4.333333333333333
TS-213704,4,4,5,4.333333333333333
SJ-202153,3,5,5,4.333333333333333
BN-115152,5,5,3,4.333333333333333
ZD-219252,5,3,5,4.333333333333333
SP-206503,4,5,3,4.0
LL-68401,4,4,4,4.0
PH-187903,3,4,5,4.0
AH-751,4,4,4,4.0
AM-103601,5,3,4,4.0
LH-71553,3,5,4,4.0
LT-171102,4,4,4,4.0
LM-170651,3,4,5,4.0
BF-110204,4,4,4,4.0
CV-122953,4,4,4,4.0
AJ-107804,4,3,5,4.0
FO-143054,4,4,4,4.0
CS-24001,5,4,3,4.0
CY-127452,3,5,4,4.0
FM-43802,5,5,2,4.0
LS-169753,4,4,4,4.0
CY-127451,4,4,4,4.0
AJ-107954,2,5,5,4.0
BF-110053,3,5,4,4.0
AJ-109602,2,5,5,4.0
AJ-109603,4,5,3,4.0
TH-211002,4,3,5,4.0
PG-188203,5,4,3,4.0
PF-191201,3,4,5,4.0
TM-114902,4,5,3,4.0
FP-43202,5,5,2,4.0
SP-206202,4,4,4,4.0
TH-211151,2,5,5,4.0
TM-214901,3,4,5,4.0
FH-143502,5,3,4,4.0
PC-190001,5,4,3,4.0
LR-170353,4,4,4,4.0
CS-123551,4,4,4,4.0
CS-22502,5,4,3,4.0
CP-120854,3,4,5,4.0
GM-45001,3,5,4,4.0
LC-169302,4,4,4,4.0
GP-147401,4,3,5,4.0
GP-147403,5,4,3,4.0
PS-187601,5,3,4,4.0
LB-167954,2,5,5,4.0
PS-187603,4,4,4,4.0
GT-146352,4,4,4,4.0
LA-167804,2,5,5,4.0
TS-210852,4,4,4,4.0
PS-190451,3,4,5,4.0
BG-117403,3,4,5,4.0
GT-147102,4,3,5,4.0
AG-109003,4,3,5,4.0
KW-164354,3,4,5,4.0
BG-110354,5,3,4,4.0
PT-190903,5,3,4,4.0
KW-164352,2,5,5,4.0
PT-90902,5,3,4,4.0
GT-47553,5,5,2,4.0
GW-146051,3,4,5,4.0
SL-201553,4,4,4,4.0
GZ-144703,5,3,4,4.0
AG-106754,3,5,4,4.0
GZ-44701,3,5,4,4.0
HA-149201,4,4,4,4.0
TS-213703,4,5,3,4.0
SL-201551,3,5,4,4.0
HA-49052,5,5,2,4.0
BH-17102,3,5,4,4.0
LC-169304,4,3,5,4.0
BG-110353,3,5,4,4.0
GG-146504,4,5,3,4.0
LD-170051,3,4,5,4.0
PK-189103,3,5,4,4.0
CS-124903,3,4,5,4.0
GH-144104,4,4,4,4.0
LH-169004,5,4,3,4.0
TP-214154,3,4,5,4.0
CS-124604,5,5,2,4.0
TP-215652,3,4,5,4.0
AH-105851,2,5,5,4.0
AH-104653,4,4,4,4.0
PM-189403,5,3,4,4.0
CS-123553,5,4,3,4.0
PM-191353,5,4,3,4.0
LE-168101,5,4,3,4.0
FC-142451,4,4,4,4.0
GK-146204,3,4,5,4.0
BG-110352,5,2,5,4.0
PN-187754,5,4,3,4.0
BF-112152,5,3,4,4.0
LC-70501,5,4,3,4.0
GM-144554,5,3,4,4.0
LC-69301,4,4,4,4.0
GM-146802,5,3,4,4.0
PO-191801,2,5,5,4.0
GM-146951,3,5,4,4.0
PO-191804,2,5,5,4.0
CS-119502,4,4,4,4.0
TS-113702,5,3,4,4.0
CR-27301,5,5,2,4.0
LC-170503,3,4,5,4.0
LC-169602,4,4,4,4.0
AM-103603,3,5,4,4.0
CR-126251,2,5,5,4.0
AM-107051,2,5,5,4.0
SV-207852,3,5,4,4.0
ML-182651,2,5,5,4.0
ML-182652,2,5,5,4.0
DL-129254,4,4,4,4.0
DL-133154,5,4,3,4.0
DL-133302,2,5,5,4.0
DL-133303,5,4,3,4.0
DW-131952,5,5,2,4.0
AT-104352,5,2,5,4.0
DL-134953,4,5,3,4.0
DV-34652,5,3,4,4.0
MZ-175152,4,4,4,4.0
DL-134954,3,5,4,4.0
MM-179202,3,4,5,4.0
AT-4352,5,5,2,4.0
MM-180554,4,4,4,4.0
DW-34803,4,4,4,4.0
ML-177551,2,5,5,4.0
ML-174104,4,4,4,4.0
EA-140353,2,5,5,4.0
MH-74552,3,4,5,4.0
ST-205302,5,5,2,4.0
DK-130904,4,4,4,4.0
DK-131501,4,3,5,4.0
TB-211752,3,4,5,4.0
ST-205303,3,4,5,4.0
SU-106651,4,5,3,4.0
DL-128651,4,3,5,4.0
MK-179054,5,4,3,4.0
TB-210552,4,3,5,4.0
NC-184153,4,4,4,4.0
ML-173954,4,4,4,4.0
ML-174103,4,4,4,4.0
NC-183401,2,5,5,4.0
SV-207851,3,4,5,4.0
DV-134653,2,5,5,4.0
AS-102403,5,4,3,4.0
DV-130454,5,5,2,4.0
MR-175451,3,4,5,4.0
MR-175452,2,5,5,4.0
MT-178154,4,4,4,4.0
AZ-107503,2,5,5,4.0
DP-131053,4,4,4,4.0
MT-178151,3,4,5,4.0
DP-131051,3,4,5,4.0
MS-173651,5,2,5,4.0
DO-134353,4,5,3,4.0
AZ-7501,5,4,3,4.0
MS-173654,2,5,5,4.0
MS-175302,5,3,4,4.0
MS-177701,2,5,5,4.0
SW-104552,5,5,2,4.0
SW-202451,3,4,5,4.0
DP-131653,5,4,3,4.0
DM-30151,5,5,2,4.0
AW-109304,4,4,4,4.0
MN-179352,5,3,4,4.0
TA-213854,4,3,5,4.0
MY-173801,2,5,5,4.0
DM-129553,2,5,5,4.0
SV-208151,4,3,5,4.0
DM-130152,5,3,4,4.0
SV-208153,4,4,4,4.0
MN-179353,3,5,4,4.0
DR-128801,5,3,4,4.0
DM-133451,3,4,5,4.0
SZ-200353,3,5,4,4.0
DR-28802,5,5,2,4.0
DR-129404,4,3,5,4.0
DM-135253,4,5,3,4.0
MO-78001,5,4,3,4.0
AS-102851,3,4,5,4.0
EB-139751,5,4,3,4.0
DB-131204,4,4,4,4.0
TC-209802,3,4,5,4.0
AP-107202,4,5,3,4.0
NW-184004,2,5,5,4.0
CM-124452,3,4,5,4.0
AP-109154,3,5,4,4.0
SR-204252,3,4,5,4.0
TD-209951,5,4,3,4.0
DC-128501,3,5,4,4.0
DC-128504,4,4,4,4.0
NP-86851,3,4,5,4.0
TC-215351,4,4,4,4.0
TC-212953,5,4,3,4.0
EJ-137201,4,4,4,4.0
NP-186702,2,5,5,4.0
MD-78601,3,4,5,4.0
NP-183252,4,4,4,4.0
NZ-185652,3,4,5,4.0
DB-136151,5,3,4,4.0
MB-173054,4,5,3,4.0
LW-69902,5,4,3,4.0
AM-107054,2,5,5,4.0
AO-108102,2,5,5,4.0
PB-191051,3,5,4,4.0
PB-188053,4,4,4,4.0
SP-209202,2,5,5,4.0
PB-188051,5,3,4,4.0
TG-216401,4,4,4,4.0
TG-213101,5,3,4,4.0
DB-132704,4,3,5,4.0
SP-209204,4,4,4,4.0
DB-133603,4,5,3,4.0
MA-179951,3,4,5,4.0
TG-213102,2,5,5,4.0
EP-139151,2,5,5,4.0
DG-133001,3,4,5,4.0
EH-141252,3,4,5,4.0
MH-181152,5,3,4,4.0
ME-73202,5,5,2,4.0
DJ-134201,4,3,5,4.0
NG-184303,4,4,4,4.0
SS-201401,4,3,5,4.0
NG-184301,4,3,5,4.0
MG-181452,4,3,5,4.0
TB-215953,5,3,4,4.0
EG-139001,3,4,5,4.0
SS-201404,5,5,2,4.0
ED-138853,4,3,5,4.0
AS-100903,2,5,5,4.0
DJ-136304,5,3,4,4.0
MH-174401,5,3,4,4.0
MH-174552,4,4,4,4.0
MH-176203,3,4,5,4.0
AS-102402,4,4,4,4.0
EG-139004,5,4,3,4.0
TB-216251,4,4,4,4.0
EG-39001,3,4,5,4.0
NL-183101,3,4,5,4.0
MF-176652,4,3,5,4.0
NM-184451,3,4,5,4.0
MF-176653,4,4,4,4.0
EH-140052,5,2,5,4.0
MF-182501,2,5,5,4.0
TC-209801,5,3,4,4.0
EH-139453,4,4,4,4.0
AR-108254,4,3,5,4.0
AR-105404,5,2,5,4.0
NK-184901,2,5,5,4.0
AR-105703,5,3,4,4.0
DH-130754,2,5,5,4.0
AR-108253,5,4,3,4.0
EH-137653,5,5,2,4.0
EM-141401,2,5,5,4.0
BB-109902,5,4,3,4.0
CM-123854,4,3,5,4.0
JG-51152,5,4,3,4.0
SC-207701,2,5,5,4.0
KB-165851,2,5,5,4.0
RW-196904,3,5,4,4.0
CA-120551,5,3,4,4.0
CJ-120104,2,5,5,4.0
RD-99002,3,4,5,4.0
KB-164052,3,4,5,4.0
JF-54151,4,3,5,4.0
AD-1802,5,5,2,4.0
SG-208903,5,3,4,4.0
CA-122651,4,4,4,4.0
JF-155654,4,4,4,4.0
CA-122652,4,3,5,4.0
SG-206053,4,4,4,4.0
JF-155653,5,3,4,4.0
CG-125202,4,4,4,4.0
CA-122654,4,4,4,4.0
CA-123102,5,3,4,4.0
KA-165253,4,4,4,4.0
BN-114701,2,5,5,4.0
JF-154901,5,3,4,4.0
JW-52201,2,5,5,4.0
JW-160752,3,4,5,4.0
JB-154004,5,4,3,4.0
JW-159552,3,5,4,4.0
SH-199751,5,3,4,4.0
CK-122053,5,5,2,4.0
KB-166001,3,4,5,4.0
HW-149352,4,4,4,4.0
KD-163451,2,5,5,4.0
TW-210254,4,3,5,4.0
RD-196602,2,5,5,4.0
AB-100152,2,5,5,4.0
CK-125954,4,5,3,4.0
AB-100153,5,4,3,4.0
JL-151753,4,4,4,4.0
HW-149351,4,4,4,4.0
CK-125953,4,5,3,4.0
SH-203954,5,4,3,4.0
RD-198101,4,5,3,4.0
BW-111101,2,5,5,4.0
IL-151004,3,4,5,4.0
BW-111102,4,3,5,4.0
SC-207253,5,3,4,4.0
AF-108852,2,5,5,4.0
SC-207254,2,5,5,4.0
AF-108704,4,5,3,4.0
RD-199004,3,5,4,4.0
KC-162553,4,4,4,4.0
JL-155054,4,4,4,4.0
SH-203951,3,5,4,4.0
KC-162551,4,4,4,4.0
IG-150852,3,5,4,4.0
JW-159551,3,4,5,4.0
AC-106603,5,4,3,4.0
CD-22801,5,5,2,4.0
JP-154601,3,5,4,4.0
BO-113501,3,5,4,4.0
CC-121002,3,4,5,4.0
BO-113504,3,5,4,4.0
CC-126704,5,4,3,4.0
RP-198554,5,4,3,4.0
JE-156101,3,5,4,4.0
RP-193903,4,4,4,4.0
SF-209654,4,4,4,4.0
JD-157903,5,3,4,4.0
SE-201103,2,5,5,4.0
BO-114252,2,5,5,4.0
JR-162102,5,4,3,4.0
RR-195252,5,3,4,4.0
JP-154603,4,5,3,4.0
JD-158952,5,3,4,4.0
BP-110952,5,4,3,4.0
RO-197804,4,4,4,4.0
SF-202004,4,4,4,4.0
JD-158953,5,3,4,4.0
BP-110502,5,4,3,4.0
RM-197503,5,4,3,4.0
JP-155203,4,4,4,4.0
RM-93751,5,5,2,4.0
JD-161501,5,3,4,4.0
JF-151904,4,5,3,4.0
JC-161052,3,4,5,4.0
VF-217153,2,5,5,4.0
JS-160304,5,4,3,4.0
SG-200803,5,3,4,4.0
JB-159253,5,4,3,4.0
JB-160001,2,5,5,4.0
JM-156552,2,5,5,4.0
AC-104504,5,2,5,4.0
JB-160453,5,3,4,4.0
VP-217604,4,4,4,4.0
JM-158652,2,5,5,4.0
AC-104501,5,2,5,4.0
VG-217902,3,5,4,4.0
JM-158654,3,4,5,4.0
VP-217601,3,4,5,4.0
BP-112301,4,4,4,4.0
CD-122801,2,5,5,4.0
JS-160303,5,4,3,4.0
CD-119803,3,5,4,4.0
VG-218051,3,4,5,4.0
JC-157751,5,3,4,4.0
JM-161954,4,4,4,4.0
JC-157752,5,3,4,4.0
BN-115154,5,4,3,4.0
TS-214302,5,3,4,4.0
CD-119201,4,3,5,4.0
RH-95551,5,2,5,4.0
KD-163452,3,5,4,4.0
JL-158351,4,3,5,4.0
SC-205753,5,3,4,4.0
AG-103304,5,5,2,4.0
CM-121151,3,4,5,4.0
JK-160904,5,3,4,4.0
CM-119352,4,5,3,4.0
HF-149954,5,4,3,4.0
SC-200202,5,4,3,4.0
JH-161802,2,5,5,4.0
HH-150103,4,4,4,4.0
HE-148004,5,5,2,4.0
JK-153704,4,4,4,4.0
SC-103052,5,5,2,4.0
XP-218654,4,5,3,4.0
KH-166304,4,4,4,4.0
BT-114851,3,5,4,4.0
BS-117554,5,3,4,4.0
RA-199453,3,4,5,4.0
JK-153702,5,4,3,4.0
CM-118301,4,4,4,4.0
AG-103303,2,5,5,4.0
JK-153701,5,5,2,4.0
HK-148902,3,4,5,4.0
BS-113651,5,5,2,4.0
TS-215054,5,4,3,4.0
HH-150101,3,4,5,4.0
RB-195703,5,4,3,4.0
RB-193301,3,5,4,4.0
JK-156403,5,3,4,4.0
KL-66451,5,5,2,4.0
AG-105252,4,4,4,4.0
RB-193602,4,4,4,4.0
JK-157302,2,5,5,4.0
BS-118002,3,5,4,4.0
KL-166452,3,4,5,4.0
CM-121601,3,4,5,4.0
RB-194353,4,4,4,4.0
KM-163752,3,4,5,4.0
SJ-201254,3,5,4,4.0
BS-118003,5,4,3,4.0
YC-218954,5,2,5,4.0
SC-205752,3,5,4,4.0
RD-194804,4,4,4,4.0
HG-150254,5,3,4,4.0
CM-121903,5,4,3,4.0
RB-195702,2,5,5,4.0
TT-212201,3,4,5,4.0
HE-148002,5,3,4,4.0
SC-206802,5,4,3,4.0
SB-201853,3,4,5,4.0
RA-199151,3,5,4,4.0
KE-164204,5,4,3,4.0
KF-162851,4,5,3,4.0
BT-13051,5,5,2,4.0
CL-125652,5,3,4,4.0
KH-163604,5,3,4,4.0
JK-152054,4,3,5,4.0
HL-150403,4,3,5,4.0
KE-164201,3,5,4,4.0
TT-214603,4,5,3,4.0
CK-27601,4,5,3,4.0
BT-14852,3,5,4,4.0
BT-115303,4,5,3,4.0
RA-198854,4,4,4,4.0
CL-125654,2,5,5,4.0
BT-114853,5,4,3,4.0
KD-166153,4,5,3,4.0
AG-103302,3,5,4,4.0
RA-198851,2,5,5,4.0
SC-203054,5,3,4,4.0
KH-163304,4,4,4,4.0
BP-112904,5,4,3,4.0
BP-11851,5,5,2,4.0
CL-118901,3,4,5,4.0
HD-47851,3,5,4,4.0
AG-103003,5,3,4,4.0
SC-200504,4,3,5,4.0
AA-103754,5,4,2,3.6666666666666665
MS-177704,3,4,4,3.6666666666666665
AA-103753,4,4,3,3.6666666666666665
EB-41102,5,4,2,3.6666666666666665
JM-52501,5,3,3,3.6666666666666665
VP-217303,4,3,4,3.6666666666666665
MH-172902,4,3,4,3.6666666666666665
AB-101654,5,4,2,3.6666666666666665
TB-214004,2,4,5,3.6666666666666665
JF-152953,3,3,5,3.6666666666666665
MG-176502,3,4,4,3.6666666666666665
JP-155202,2,4,5,3.6666666666666665
JK-156254,4,3,4,3.6666666666666665
ZD-219251,5,3,3,3.6666666666666665
TB-216253,4,3,4,3.6666666666666665
JP-155201,3,4,4,3.6666666666666665
JP-154604,4,4,3,3.6666666666666665
JH-161803,4,3,4,3.6666666666666665
JO-51452,5,4,2,3.6666666666666665
TC-109802,4,3,4,3.6666666666666665
SW-202751,2,4,5,3.6666666666666665
JD-60601,3,4,4,3.6666666666666665
VM-216852,2,4,5,3.6666666666666665
JO-55501,5,3,3,3.6666666666666665
AB-1651,5,5,1,3.6666666666666665
JD-58952,4,5,2,3.6666666666666665
MS-173652,5,3,3,3.6666666666666665
JO-151454,4,3,4,3.6666666666666665
EG-139002,3,3,5,3.6666666666666665
MS-177102,4,3,4,3.6666666666666665
JE-157451,2,5,4,3.6666666666666665
AB-106001,2,4,5,3.6666666666666665
VP-117302,5,5,1,3.6666666666666665
JM-58651,4,5,2,3.6666666666666665
JH-54301,5,4,2,3.6666666666666665
AB-1053,4,4,3,3.6666666666666665
ED-138854,3,4,4,3.6666666666666665
JK-152052,2,5,4,3.6666666666666665
AB-102551,2,4,5,3.6666666666666665
MS-177703,4,4,3,3.6666666666666665
EB-141104,3,4,4,3.6666666666666665
DV-34651,5,5,1,3.6666666666666665
JF-153554,3,5,3,3.6666666666666665
JF-154151,2,4,5,3.6666666666666665
JL-52352,5,4,2,3.6666666666666665
MM-82802,4,3,4,3.6666666666666665
AW-108401,3,4,4,3.6666666666666665
MK-81603,4,5,2,3.6666666666666665
JH-159852,5,2,4,3.6666666666666665
JG-151153,1,5,5,3.6666666666666665
JG-151601,5,3,3,3.6666666666666665
ML-177552,5,1,5,3.6666666666666665
MM-79202,5,5,1,3.6666666666666665
VT-217002,5,3,3,3.6666666666666665
JH-159103,4,4,3,3.6666666666666665
TB-115201,3,4,4,3.6666666666666665
JG-151603,3,4,4,3.6666666666666665
MF-182504,5,3,3,3.6666666666666665
JH-159102,4,4,3,3.6666666666666665
DW-135403,3,4,4,3.6666666666666665
TB-113551,5,5,1,3.6666666666666665
AB-101051,2,4,5,3.6666666666666665
DW-135401,5,2,4,3.6666666666666665
DW-134802,2,5,4,3.6666666666666665
XP-218651,3,4,4,3.6666666666666665
AA-6451,4,4,3,3.6666666666666665
JL-152353,3,4,4,3.6666666666666665
JH-154302,4,4,3,3.6666666666666665
JL-151303,2,5,4,3.6666666666666665
ML-82652,5,5,1,3.6666666666666665
WB-218503,3,4,4,3.6666666666666665
AT-107353,4,4,3,3.6666666666666665
JG-51601,5,4,2,3.6666666666666665
Dp-32402,5,5,1,3.6666666666666665
JF-53552,3,4,4,3.6666666666666665
JK-161204,3,4,4,3.6666666666666665
TB-211754,4,3,4,3.6666666666666665
MP-181752,2,4,5,3.6666666666666665
EB-139754,5,3,3,3.6666666666666665
AW-8401,4,4,3,3.6666666666666665
MH-181151,2,5,4,3.6666666666666665
VP-217602,3,3,5,3.6666666666666665
DP-31051,4,2,5,3.6666666666666665
EB-139302,4,2,5,3.6666666666666665
AA-104803,2,4,5,3.6666666666666665
DR-129403,4,4,3,3.6666666666666665
AA-106453,4,4,3,3.6666666666666665
JM-156551,2,4,5,3.6666666666666665
EB-138701,5,2,4,3.6666666666666665
JF-154154,5,3,3,3.6666666666666665
EB-137054,4,3,4,3.6666666666666665
JK-161203,3,4,4,3.6666666666666665
JK-161201,2,4,5,3.6666666666666665
JF-154903,4,4,3,3.6666666666666665
JM-155352,5,4,2,3.6666666666666665
AB-101503,4,4,3,3.6666666666666665
MJ-177403,3,4,4,3.6666666666666665
TB-211751,4,3,4,3.6666666666666665
AB-101502,3,3,5,3.6666666666666665
EA-140354,2,5,4,3.6666666666666665
AB-101053,5,4,2,3.6666666666666665
TB-210554,3,5,3,3.6666666666666665
MK-179052,5,2,4,3.6666666666666665
TA-113851,5,3,3,3.6666666666666665
DS-130303,2,4,5,3.6666666666666665
VM-216851,4,3,4,3.6666666666666665
AP-107204,4,4,3,3.6666666666666665
VM-118352,5,5,1,3.6666666666666665
KB-165854,2,5,4,3.6666666666666665
GH-144851,2,4,5,3.6666666666666665
KD-166152,3,3,5,3.6666666666666665
TP-215653,3,4,4,3.6666666666666665
AH-106901,3,4,4,3.6666666666666665
HM-149803,5,3,3,3.6666666666666665
AG-103001,5,2,4,3.6666666666666665
GH-44251,3,4,4,3.6666666666666665
HM-148603,3,3,5,3.6666666666666665
KE-164203,3,3,5,3.6666666666666665
GH-46652,5,5,1,3.6666666666666665
HL-150404,4,2,5,3.6666666666666665
AH-101204,4,4,3,3.6666666666666665
GM-144401,2,4,5,3.6666666666666665
HK-148904,2,4,5,3.6666666666666665
GM-144402,5,3,3,3.6666666666666665
AH-101202,3,4,4,3.6666666666666665
TS-113401,4,5,2,3.6666666666666665
GM-146803,5,3,3,3.6666666666666665
KH-166302,5,3,3,3.6666666666666665
HR-147701,3,3,5,3.6666666666666665
TW-210252,2,4,5,3.6666666666666665
LH-169001,2,4,5,3.6666666666666665
TM-214903,4,3,4,3.6666666666666665
IL-151003,2,5,4,3.6666666666666665
TZ-215803,4,4,3,3.6666666666666665
FP-143203,5,4,2,3.6666666666666665
LP-70951,5,5,1,3.6666666666666665
KC-162552,4,4,3,3.6666666666666665
AJ-107803,4,5,2,3.6666666666666665
TM-210104,3,4,4,3.6666666666666665
AF-108703,1,5,5,3.6666666666666665
GA-145152,5,3,3,3.6666666666666665
HR-148302,4,5,2,3.6666666666666665
GA-47251,4,4,3,3.6666666666666665
GB-145304,4,4,3,3.6666666666666665
KC-166751,5,3,3,3.6666666666666665
GB-145753,4,3,4,3.6666666666666665
HR-148304,2,4,5,3.6666666666666665
AH-1202,5,5,1,3.6666666666666665
AH-106904,1,5,5,3.6666666666666665
GH-144103,3,4,4,3.6666666666666665
KH-166303,5,3,3,3.6666666666666665
LC-171403,4,4,3,3.6666666666666665
LC-171401,5,3,3,3.6666666666666665
KM-66601,5,5,1,3.6666666666666665
KW-164353,3,5,3,3.6666666666666665
HF-149952,3,4,4,3.6666666666666665
KW-164351,5,3,3,3.6666666666666665
HE-148003,1,5,5,3.6666666666666665
GT-147553,3,5,3,3.6666666666666665
KT-164804,3,3,5,3.6666666666666665
TS-212052,5,4,2,3.6666666666666665
TS-212054,2,4,5,3.6666666666666665
TS-213402,4,3,4,3.6666666666666665
KW-165703,3,5,3,3.6666666666666665
HD-147853,3,5,3,3.6666666666666665
KS-163002,4,4,3,3.6666666666666665
KN-163901,2,4,5,3.6666666666666665
HA-149052,3,4,4,3.6666666666666665
HA-149053,3,4,4,3.6666666666666665
TS-213702,2,4,5,3.6666666666666665
KN-163902,3,3,5,3.6666666666666665
TS-214303,4,4,3,3.6666666666666665
TS-216101,2,4,5,3.6666666666666665
KM-163751,5,3,3,3.6666666666666665
KH-166903,4,3,4,3.6666666666666665
AH-100303,2,4,5,3.6666666666666665
AG-103903,2,5,4,3.6666666666666665
AH-100304,5,3,3,3.6666666666666665
TT-112651,3,4,4,3.6666666666666665
HH-150102,4,3,4,3.6666666666666665
LC-169601,3,3,5,3.6666666666666665
SW-107552,4,5,2,3.6666666666666665
LC-168853,4,3,4,3.6666666666666665
LC-168851,3,3,5,3.6666666666666665
KL-165552,3,4,4,3.6666666666666665
AG-2703,5,5,1,3.6666666666666665
AG-104954,3,5,3,3.6666666666666665
AH-100302,5,2,4,3.6666666666666665
GR-145602,4,3,4,3.6666666666666665
LB-167953,4,4,3,3.6666666666666665
HG-150253,5,3,3,3.6666666666666665
AG-3302,5,5,1,3.6666666666666665
TS-216104,4,3,4,3.6666666666666665
LA-167801,3,3,5,3.6666666666666665
LR-170352,2,4,5,3.6666666666666665
FP-143201,3,4,4,3.6666666666666665
JD-161503,2,5,4,3.6666666666666665
FO-143053,5,4,2,3.6666666666666665
TC-214753,5,3,3,3.6666666666666665
AR-104052,3,4,4,3.6666666666666665
EM-139603,2,5,4,3.6666666666666665
JC-57752,4,4,3,3.6666666666666665
MC-181004,4,4,3,3.6666666666666665
MC-181003,4,4,3,3.6666666666666665
JC-57751,5,5,1,3.6666666666666665
MC-181002,3,4,4,3.6666666666666665
MC-178453,4,4,3,3.6666666666666665
MC-178452,5,3,3,3.6666666666666665
EM-140652,2,4,5,3.6666666666666665
JS-155951,2,4,5,3.6666666666666665
JS-156853,2,5,4,3.6666666666666665
MC-175904,4,4,3,3.6666666666666665
JS-156854,4,5,2,3.6666666666666665
EM-140951,2,5,4,3.6666666666666665
EM-140952,2,4,5,3.6666666666666665
JS-158802,5,3,3,3.6666666666666665
TD-209954,4,4,3,3.6666666666666665
EM-138254,4,4,3,3.6666666666666665
